id	PI3Ksign2_E001006_CD4Tcells_AZ4943_NS_KT_15	PI3Ksign2_E001006_CD4Tcells_AZ4943_S_KT_16	HUGO
ENST00000425417	0.0	0.0	ARHGAP26
ENST00000425658	0.0	0.0	AFF4
ENST00000425676	0.0	0.0	FANCG
ENST00000425707	0.0	0.0	RARA
ENST00000425745	0.0	0.0	MNX1
ENST00000425818	0.0	0.0	MAP2K1
ENST00000425967	0.0	0.0	FGFR1
ENST00000426016	0.0	0.0	SOS1
ENST00000426121	0.0	0.0	IKZF1
ENST00000426215	0.0	0.0	CTNNB1
ENST00000426233	0.0	0.0	ATIC
ENST00000426274	0.0	0.0	LPP
ENST00000426287	0.0	0.0	SGK2
ENST00000426291	0.0	0.0	IL6
ENST00000426449	0.0	0.0	TNFRSF14
ENST00000426524	0.0	0.0	KAT6A
ENST00000426612	0.0	0.0	FGFR4
ENST00000426655	0.0	0.0	ACVR1B
ENST00000426678	0.0	0.0	NCKIPSD
ENST00000426776	0.0	0.0	ARID2
ENST00000426778	0.0	0.0	ERCC3
ENST00000426789	0.0	0.0	TFRC
ENST00000426808	0.0	0.0	EIF4A2
ENST00000426838	0.0	0.0	SETBP1
ENST00000426902	0.0	0.0	PIK3R2
ENST00000427003	0.0	0.0	RNF213
ENST00000427012	0.0	0.0	BCOR
ENST00000427078	0.0	0.0	MAPKAP1
ENST00000427110	0.0	0.0	PTPRC
ENST00000427118	0.0	0.0	AFF3
ENST00000427177	0.0	0.0	SEPT9
ENST00000427180	0.0	0.0	SEPT9
ENST00000427191	0.0	0.0	PTPN13
ENST00000427349	0.0	0.0	TBL1XR1
ENST00000427375	0.0	0.0	AKT2
ENST00000427383	0.0	0.0	CHEK1
ENST00000427397	0.0	0.0	ATIC
ENST00000427531	0.0	0.0	ESR1
ENST00000427628	0.0	0.0	ARID2
ENST00000427674	0.0	0.0	SEPT9
ENST00000427682	0.0	0.0	RPL10
ENST00000427738	0.0	0.0	CYLD
ENST00000427791	0.0	0.0	BCR
ENST00000427795	0.0	0.0	XPC
ENST00000427814	0.0	0.0	JAZF1
ENST00000427926	0.0	0.0	CLTCL1
ENST00000428012	0.0	0.0	KDM5C
ENST00000428014	0.0	0.0	SMC1A
ENST00000428099	0.0	0.0	NFKB2
ENST00000428101	0.0	0.0	LMO1
ENST00000428153	0.0	0.0	DDR1
ENST00000428169	0.0	0.0	RPL10
ENST00000428210	0.0	0.0	XPO1
ENST00000428439	0.0	0.0	MNX1
ENST00000428617	0.0	0.0	MAP3K13
ENST00000428762	0.0	0.0	RELN
ENST00000428787	0.0	0.0	ELN
ENST00000428830	0.0	0.0	CHEK1
ENST00000428863	0.0	0.0	MDM2
ENST00000428941	0.0	0.0	STAG2
ENST00000428970	0.0	0.0	TBL1XR1
ENST00000429009	0.0	0.0	PIK3C2B
ENST00000429090	0.0	0.0	MITF
ENST00000429117	0.0	0.0	MLH1
ENST00000429175	0.0	0.0	FLI1
ENST00000429186	0.0	0.0	RELN
ENST00000429192	0.0	0.0	ELN
ENST00000429213	0.0	0.0	MED12
ENST00000429285	0.0	0.0	NCOR2
ENST00000429326	0.0	0.0	POT1
ENST00000429357	0.0	0.0	PLAG1
ENST00000429361	0.0	0.0	FGFR2
ENST00000429416	0.0	0.0	SMARCA4
ENST00000429538	0.0	0.0	PAX8
ENST00000429589	0.0	0.0	EIF4A2
ENST00000429595	0.0	0.0	PTPRK
ENST00000429601	0.0	0.0	MSN
ENST00000429702	0.0	0.0	MEN1
ENST00000429727	0.0	0.0	ERG
ENST00000429801	0.0	0.0	NUP98
ENST00000429828	0.0	0.0	NUTM2B
ENST00000429877	0.0	0.0	KDM5C
ENST00000429881	0.0	0.0	CASP8
ENST00000429896	0.0	0.0	PTCH1
ENST00000430047	0.0	0.0	NFE2L2
ENST00000430069	0.0	0.0	TBL1XR1
ENST00000430265	0.0	0.0	GATA2
ENST00000430285	0.0	0.0	FGFR4
ENST00000430291	0.0	0.0	ARID1A
ENST00000430339	0.0	0.0	BCL6
ENST00000430340	0.0	0.0	LPP
ENST00000430403	0.0	0.0	ACSL6
ENST00000430432	0.0	0.0	JAZF1
ENST00000430455	0.0	0.0	MLLT10
ENST00000430479	0.0	0.0	ETV1
ENST00000430577	0.0	0.0	NCOR1
ENST00000430603	0.0	0.0	MAP3K8
ENST00000430624	0.0	0.0	CREB1
ENST00000430627	0.0	0.0	CDK12
ENST00000430669	0.0	0.0	PTCH1
ENST00000430686	0.0	0.0	MYB
ENST00000430714	0.0	0.0	FGF12
ENST00000430771	0.0	0.0	CHD4
ENST00000430789	0.0	0.0	AFF3
ENST00000430799	0.0	0.0	ARID1A
ENST00000430804	0.0	0.0	LRRK2
ENST00000430860	0.0	0.0	OLIG2
ENST00000430927	0.0	0.0	POT1
ENST00000430986	0.0	0.0	HLF
ENST00000431044	0.0	0.0	SEPT5
ENST00000431124	0.0	0.0	SEPT5
ENST00000431180	0.0	0.0	SETD2
ENST00000431196	0.0	0.0	KDM6A
ENST00000431235	0.0	0.0	SEPT9
ENST00000431373	0.0	0.0	DDR1
ENST00000431387	0.0	0.0	NF1
ENST00000431421	0.0	0.0	TBL1XR1
ENST00000431562	0.0	0.0	ELN
ENST00000431571	0.0	0.0	CNTRL
ENST00000431674	0.0	0.0	TBL1XR1
ENST00000431678	0.0	0.0	PBRM1
ENST00000431687	0.0	0.0	ZNF217
ENST00000431693	0.0	0.0	FANCD2
ENST00000431707	0.0	0.0	ACSL6
ENST00000431837	0.0	0.0	IRAK4
ENST00000431873	0.0	0.0	ALK
ENST00000431887	0.0	0.0	ETV1
ENST00000431889	0.0	0.0	SMARCE1
ENST00000431914	0.0	0.0	CTNNB1
ENST00000431929	0.0	0.0	RHOA
ENST00000432037	0.0	0.0	AFF3
ENST00000432109	0.0	0.0	CASP8
ENST00000432151	0.0	0.0	NF2
ENST00000432287	0.0	0.0	SDHC
ENST00000432292	0.0	0.0	PMS1
ENST00000432299	0.0	0.0	MLH1
ENST00000432306	0.0	0.0	VTI1A
ENST00000432329	0.0	0.0	CREB1
ENST00000432427	0.0	0.0	RAF1
ENST00000432909	0.0	0.0	TSC2
ENST00000432926	0.0	0.0	BCL7A
ENST00000432959	0.0	0.0	TMEM127
ENST00000432992	0.0	0.0	GAS7
ENST00000433028	0.0	0.0	CHEK2
ENST00000433032	0.0	0.0	TFEB
ENST00000433041	0.0	0.0	BRD3
ENST00000433092	0.0	0.0	MAP3K13
ENST00000433149	0.0	0.0	ETV5
ENST00000433206	0.0	0.0	LASP1
ENST00000433243	0.0	0.0	MECOM
ENST00000433272	0.0	0.0	LRIG3
ENST00000433332	0.0	0.0	SRGAP3
ENST00000433384	0.0	0.0	WHSC1L1
ENST00000433400	0.0	0.0	CTNNB1
ENST00000433483	0.0	0.0	MAPKAP1
ENST00000433517	0.0	0.0	MITF
ENST00000433547	0.0	0.0	ETV1
ENST00000433627	0.0	0.0	LSM14A
ENST00000433680	0.0	0.0	TNFAIP3
ENST00000433728	0.0	0.0	CHEK2
ENST00000433757	0.0	0.0	DDR2
ENST00000433797	0.0	0.0	KDM6A
ENST00000433827	0.0	0.0	STIL
ENST00000433829	0.0	0.0	FANCC
ENST00000433979	0.0	0.0	PIK3C2G
ENST00000434055	0.0	0.0	DCTN1
ENST00000434099	0.0	0.0	ACSL6
ENST00000434187	0.0	0.0	FGFR1
ENST00000434194	0.0	0.0	BCL2L1
ENST00000434234	0.0	0.0	FBXO11
ENST00000434424	0.0	0.0	PTPRK
ENST00000434438	0.0	0.0	HIP1
ENST00000434528	0.0	0.0	POLE
ENST00000434609	0.0	0.0	ELF4
ENST00000434744	0.0	0.0	ETV5
ENST00000434794	0.0	0.0	LRP1B
ENST00000434810	0.0	0.0	CHEK2
ENST00000434817	0.0	0.0	TNFRSF14
ENST00000434821	0.0	0.0	ACVR1
ENST00000434928	0.0	0.0	TP63
ENST00000435063	0.0	0.0	HEY1
ENST00000435103	0.0	0.0	STAG2
ENST00000435155	0.0	0.0	MUTYH
ENST00000435176	0.0	0.0	MLH1
ENST00000435215	0.0	0.0	STAG2
ENST00000435221	0.0	0.0	TNFRSF14
ENST00000435268	0.0	0.0	TMEM127
ENST00000435347	0.0	2057.07	LASP1
ENST00000435423	0.0	0.0	AKAP9
ENST00000435522	0.0	0.0	FANCD2
ENST00000435675	0.0	0.0	ATIC
ENST00000435786	0.0	0.0	PML
ENST00000435846	0.0	0.0	ERBB4
ENST00000436018	0.0	0.0	XPO1
ENST00000436068	0.0	0.0	NCOR1
ENST00000436072	0.0	0.0	SFRP4
ENST00000436117	0.0	0.0	MET
ENST00000436216	0.0	0.0	EXT1
ENST00000436425	0.0	0.0	EWSR1
ENST00000436443	0.0	0.0	ERBB4
ENST00000436473	0.0	0.0	RPL10
ENST00000436534	0.0	0.0	POT1
ENST00000436581	0.0	0.0	RUNX1T1
ENST00000436774	0.0	0.0	ZNF384
ENST00000436793	0.0	0.0	WHSC1
ENST00000436811	0.0	0.0	STIL
ENST00000436828	0.0	0.0	NCOR1
ENST00000436891	0.0	0.0	PML
ENST00000436978	0.0	0.0	PTPN13
ENST00000436990	0.0	0.0	BCR
ENST00000437099	0.0	0.0	GAS7
ENST00000437124	0.0	0.0	DDR1
ENST00000437147	0.0	0.0	TAF1
ENST00000437155	0.0	0.0	EWSR1
ENST00000437159	0.0	0.0	XPO1
ENST00000437180	0.0	0.0	RUNX1
ENST00000437196	0.0	0.0	EXT1
ENST00000437221	0.0	0.0	TP63
ENST00000437222	0.0	0.0	ZNF217
ENST00000437283	0.0	0.0	CASP8
ENST00000437375	0.0	0.0	DCTN1
ENST00000437553	0.0	0.0	CCNB1IP1
ENST00000437600	0.0	0.0	CUX1
ENST00000437738	0.0	0.0	TBL1XR1
ENST00000437833	0.0	0.0	SDHC
ENST00000437951	0.0	0.0	PTCH1
ENST00000437973	0.0	0.0	MAPKAP1
ENST00000437977	0.0	0.0	LRP1B
ENST00000438015	0.0	0.0	CHEK1
ENST00000438033	0.0	0.0	IKZF1
ENST00000438053	0.0	0.0	MAP3K13
ENST00000438066	0.0	0.0	SPEN
ENST00000438077	0.0	0.0	BCL6
ENST00000438114	0.0	0.0	AKAP9
ENST00000438313	0.0	0.0	LEF1
ENST00000438413	0.0	0.0	MUC1
ENST00000438423	0.0	0.0	TCF12
ENST00000438473	0.0	0.0	MLLT10
ENST00000438603	0.0	0.0	CBLB
ENST00000438682	0.0	0.0	PPARG
ENST00000438741	0.0	0.0	FANCD2
ENST00000438749	0.0	0.0	NUTM1
ENST00000438754	0.0	0.0	SEPT5
ENST00000438792	0.0	0.0	KTN1
ENST00000438798	0.0	0.0	MAP3K13
ENST00000438880	0.0	0.0	ELN
ENST00000438901	0.0	0.0	MYB
ENST00000438906	0.0	0.0	ELN
ENST00000438956	0.0	0.0	ETV1
ENST00000439075	0.0	0.0	RNF217-AS1
ENST00000439117	0.0	0.0	TSC2
ENST00000439151	0.0	0.0	NSD1
ENST00000439171	0.0	0.0	LZTR1
ENST00000439174	0.0	0.0	GNA13
ENST00000439181	0.0	0.0	PBRM1
ENST00000439200	0.0	0.0	CHEK2
ENST00000439267	0.0	0.0	BCL2L1
ENST00000439280	0.0	0.0	CARS
ENST00000439346	0.0	0.0	CHEK2
ENST00000439474	0.0	0.0	MSN
ENST00000439518	0.0	0.0	NCKIPSD
ENST00000439640	0.0	0.0	FKBP1A
ENST00000439673	0.0	0.0	TSC2
ENST00000439701	0.0	0.0	IKZF1
ENST00000439724	0.0	0.0	SMAD3
ENST00000439882	0.0	0.0	MAP3K13
ENST00000439977	0.0	0.0	HERPUD1
ENST00000440111	0.0	0.0	TSC1
ENST00000440172	0.0	0.0	KIAA1549
ENST00000440174	0.0	0.0	FGFR1
ENST00000440187	0.0	0.0	NCOR2
ENST00000440191	0.0	0.0	EIF4A2
ENST00000440232	0.0	0.0	POLD1
ENST00000440337	0.0	0.0	NCOR2
ENST00000440375	0.0	0.0	PDGFB
ENST00000440394	0.0	0.0	ERC1
ENST00000440445	0.0	0.0	AFF3
ENST00000440486	0.0	0.0	FGFR3
ENST00000440523	0.0	0.0	ACVR1
ENST00000440571	0.0	0.0	CNOT3
ENST00000440650	0.0	0.0	PIK3CG
ENST00000440651	0.0	0.0	TP63
ENST00000440727	0.0	0.0	DCTN1
ENST00000440732	0.0	0.0	CASP8
ENST00000440768	0.0	0.0	IKZF1
ENST00000440773	0.0	0.0	ETV5
ENST00000440781	0.0	0.0	IRAK4
ENST00000440873	0.0	0.0	MEN1
ENST00000440901	0.0	0.0	FGF12
ENST00000440951	0.0	0.0	ATP1A1
ENST00000440973	0.0	0.0	ESR1
ENST00000441007	0.0	0.0	EIF4A2
ENST00000441189	0.0	0.0	DDX3X
ENST00000441259	0.0	0.0	PRF1
ENST00000441265	0.0	0.0	MLH1
ENST00000441294	0.0	0.0	BCORL1
ENST00000441310	0.0	0.0	PMS1
ENST00000441400	0.0	0.0	AFF3
ENST00000441476	0.0	0.0	PMS2
ENST00000441549	0.0	0.0	PDPK1
ENST00000441626	0.0	0.0	CNBP
ENST00000441680	0.0	0.0	FGF1
ENST00000441708	0.0	0.0	CTNNB1
ENST00000441786	0.0	0.0	POLE
ENST00000441802	0.0	0.0	FAT1
ENST00000441888	0.0	0.0	POU5F1
ENST00000441941	0.0	0.0	AKT2
ENST00000441995	0.0	0.0	ACSL6
ENST00000442018	0.0	0.0	BCOR
ENST00000442048	0.0	0.0	ATIC
ENST00000442249	0.0	0.0	MLH1
ENST00000442275	0.0	0.0	LCP1
ENST00000442310	0.0	0.0	ELN
ENST00000442392	0.0	0.0	TNFRSF14
ENST00000442415	0.0	0.0	RAF1
ENST00000442430	0.0	0.0	PIM2
ENST00000442448	0.0	0.0	ERG
ENST00000442489	0.0	0.0	CDKN1B
ENST00000442510	0.0	0.0	PTPRC
ENST00000442647	0.0	0.0	MYB
ENST00000442743	0.0	0.0	DROSHA
ENST00000442934	0.0	0.0	MSI2
ENST00000442974	0.0	0.0	LRP1B
ENST00000442985	0.0	0.0	SPEN
ENST00000443045	0.0	0.0	ARHGAP26
ENST00000443137	0.0	0.0	ETV1
ENST00000443155	0.0	0.0	RANBP17
ENST00000443217	0.0	0.0	LPP
ENST00000443232	0.0	0.0	C2orf44
ENST00000443240	0.0	0.0	XPO1
ENST00000443265	0.0	0.0	LZTR1
ENST00000443315	0.0	0.0	TBL1XR1
ENST00000443427	0.0	0.0	ESR1
ENST00000443433	0.0	0.0	MYD88
ENST00000443451	0.0	0.0	NCOR2
ENST00000443566	0.0	0.0	FNBP1
ENST00000443572	0.0	0.0	RPS6KB1
ENST00000443607	0.0	0.0	NFKBIE
ENST00000443608	0.0	0.0	ETV1
ENST00000443674	0.0	0.0	ARHGAP26
ENST00000443697	0.0	0.0	FES
ENST00000443726	0.0	0.0	BCL11B
ENST00000443739	0.0	0.0	FAM131B
ENST00000443752	0.0	0.0	CBLB
ENST00000443863	0.0	0.0	MAP3K13
ENST00000443937	0.0	0.0	LASP1
ENST00000443953	0.0	0.0	ATIC
ENST00000443963	0.0	0.0	EIF4A2
ENST00000444034	0.0	0.0	MED12
ENST00000444061	0.0	0.0	SMARCA4
ENST00000444226	0.0	0.0	MAPKAP1
ENST00000444261	0.0	0.0	MDM4
ENST00000444305	0.0	0.0	ATIC
ENST00000444422	0.0	0.0	FES
ENST00000444430	0.0	0.0	CASP8
ENST00000444487	0.0	0.0	BCL3
ENST00000444626	0.0	0.0	EWSR1
ENST00000444670	0.0	0.0	ARID2
ENST00000444740	0.0	0.0	CD79A
ENST00000444829	0.0	0.0	HGF
ENST00000444983	0.0	0.0	CCNE1
ENST00000445105	0.0	0.0	FGF12
ENST00000445214	0.0	0.0	TFEB
ENST00000445387	0.0	0.0	SETD2
ENST00000445425	0.0	0.0	RHOA
ENST00000445503	0.0	0.0	MSH6
ENST00000445596	0.0	0.0	EIF4A2
ENST00000445658	0.0	0.0	ERBB2
ENST00000445700	0.0	0.0	TFEB
ENST00000445803	0.0	0.0	CREB1
ENST00000445815	0.0	0.0	AFF3
ENST00000445888	0.0	0.0	TP53
ENST00000445889	0.0	0.0	ERCC3
ENST00000445912	0.0	0.0	ELN
ENST00000446103	0.0	0.0	PBRM1
ENST00000446151	0.0	0.0	NFE2L2
ENST00000446176	0.0	0.0	FNBP1
ENST00000446179	0.0	0.0	IDH1
ENST00000446188	0.0	0.0	ELF3
ENST00000446306	0.0	0.0	TRRAP
ENST00000446312	0.0	0.0	DDR1
ENST00000446403	0.0	0.0	DAXX
ENST00000446449	0.0	0.0	CREB1
ENST00000446511	0.0	0.0	DAXX
ENST00000446550	0.0	0.0	ESR1
ENST00000446622	0.0	0.0	ATIC
ENST00000446742	0.0	0.0	PAX5
ENST00000446828	0.0	0.0	MAP3K13
ENST00000446877	0.0	0.0	PMS1
ENST00000446936	0.0	0.0	CNBP
ENST00000446985	0.0	0.0	DDR2
ENST00000446993	0.0	0.0	POT1
ENST00000447024	0.0	0.0	SMARCE1
ENST00000447079	0.0	0.0	CDK12
ENST00000447200	0.0	0.0	SFRP4
ENST00000447232	0.0	0.0	PMS1
ENST00000447323	0.0	0.0	MSN
ENST00000447421	0.0	0.0	CHEK2
ENST00000447441	0.0	0.0	CBLB
ENST00000447475	0.0	0.0	STIL
ENST00000447616	0.0	0.0	CASP8
ENST00000447620	0.0	0.0	JAZF1
ENST00000447637	0.0	0.0	MAP3K13
ENST00000447654	0.0	0.0	HMGA1
ENST00000447684	0.0	0.0	CNOT3
ENST00000447712	0.0	0.0	FGFR1
ENST00000447734	0.0	0.0	PMS1
ENST00000447829	0.0	0.0	MLH1
ENST00000447894	0.0	0.0	MLLT4
ENST00000447924	0.0	0.0	ACKR3
ENST00000447973	0.0	0.0	EWSR1
ENST00000448008	0.0	0.0	NCOR2
ENST00000448034	0.0	0.0	TRIM33
ENST00000448076	0.0	0.0	WT1
ENST00000448226	0.0	0.0	MITF
ENST00000448277	0.0	0.0	CREB1
ENST00000448290	0.0	0.0	IRAK4
ENST00000448367	0.0	0.0	FES
ENST00000448439	0.0	0.0	MAPKAP1
ENST00000448481	0.0	0.0	MUTYH
ENST00000448509	0.0	0.0	FCRL4
ENST00000448511	0.0	0.0	CHEK2
ENST00000448526	0.0	0.0	CDKN1A
ENST00000448611	0.0	0.0	LMNA
ENST00000448614	0.0	0.0	NCOR2
ENST00000448637	0.0	0.0	LPP
ENST00000448782	0.0	0.0	NFE2L2
ENST00000448795	0.0	0.0	FGF12
ENST00000448876	0.0	0.0	MAP3K13
ENST00000448890	0.0	0.0	FANCG
ENST00000449025	0.0	0.0	BRD2
ENST00000449085	0.0	0.0	BRD2
ENST00000449089	0.0	0.0	FNBP1
ENST00000449347	0.0	0.0	EPAS1
ENST00000449416	0.0	0.0	ZNF331
ENST00000449444	0.0	0.0	XPO1
ENST00000449494	0.0	0.0	RPL10
ENST00000449505	0.0	0.0	PBRM1
ENST00000449627	0.0	0.0	NFE2L2
ENST00000449655	0.0	0.0	DCTN1
ENST00000449803	0.0	0.0	SEPT9
ENST00000449918	0.0	0.0	CLTCL1
ENST00000449992	0.0	0.0	TP63
ENST00000450046	0.0	0.0	EGFR
ENST00000450060	0.0	0.0	PRDM1
ENST00000450092	0.0	0.0	NONO
ENST00000450114	0.0	0.0	WEE1
ENST00000450123	0.0	0.0	BCL6
ENST00000450130	0.0	0.0	GNAS
ENST00000450267	0.0	0.0	TBL1XR1
ENST00000450271	0.0	0.0	PBRM1
ENST00000450273	0.0	0.0	BCL2L1
ENST00000450313	0.0	0.0	MUTYH
ENST00000450420	0.0	0.0	MLH1
ENST00000450482	0.0	0.0	SS18L1
ENST00000450491	0.0	0.0	CASP8
ENST00000450599	0.0	0.0	DDX5
ENST00000450708	0.0	0.0	MEN1
ENST00000450716	0.0	0.0	FGF12
ENST00000450717	0.0	0.0	SMARCA4
ENST00000450772	0.0	0.0	WAS
ENST00000450931	0.0	0.0	PMS1
ENST00000450953	0.0	0.0	MYCL
ENST00000450969	0.0	0.0	CTNNB1
ENST00000451030	0.0	0.0	NUP214
ENST00000451164	0.0	0.0	CREB1
ENST00000451259	0.0	0.0	ARHGAP26
ENST00000451331	0.0	0.0	SOS1
ENST00000451365	0.0	0.0	RPL10
ENST00000451391	0.0	0.0	IDH1
ENST00000451402	0.0	0.0	PPP6C
ENST00000451526	0.0	0.0	SPOP
ENST00000451586	0.0	0.0	TPR
ENST00000451590	0.0	0.0	HRAS
ENST00000451692	0.0	0.0	KDM6A
ENST00000451708	0.0	0.0	MITF
ENST00000451728	0.0	0.0	CNBP
ENST00000451765	0.0	0.0	XPO1
ENST00000451778	0.0	0.0	TNFRSF14
ENST00000451838	0.0	0.0	SHOC2
ENST00000452077	0.0	0.0	AKT2
ENST00000452156	0.0	0.0	NT5C2
ENST00000452172	0.0	0.0	XPC
ENST00000452243	0.0	0.0	FES
ENST00000452355	0.0	0.0	SRSF2
ENST00000452382	0.0	0.0	PMS1
ENST00000452400	0.0	0.0	NCOA2
ENST00000452441	0.0	0.0	DDR1
ENST00000452448	0.0	0.0	EPHA3
ENST00000452463	0.0	0.0	CREB3L2
ENST00000452474	0.0	0.0	CREB1
ENST00000452508	0.0	0.0	ATM
ENST00000452544	0.0	0.0	ARID1B
ENST00000452625	0.0	0.0	MYH11
ENST00000452749	0.0	0.0	KMT2C
ENST00000452825	0.0	0.0	KDM5C
ENST00000452863	0.0	0.0	WT1
ENST00000452988	0.0	0.0	LZTR1
ENST00000452993	0.0	0.0	JAZF1
ENST00000453018	0.0	0.0	HGF
ENST00000453024	0.0	0.0	CTNNB1
ENST00000453032	0.0	0.0	ERG
ENST00000453137	0.0	0.0	ALK
ENST00000453190	0.0	0.0	LIFR
ENST00000453196	0.0	0.0	NIN
ENST00000453292	0.0	0.0	GNAS
ENST00000453349	0.0	0.0	NCKIPSD
ENST00000453401	0.0	0.0	NIN
ENST00000453407	0.0	0.0	DAXX
ENST00000453411	0.0	0.0	HGF
ENST00000453428	0.0	0.0	NCOR2
ENST00000453712	0.0	0.0	RAP1GDS1
ENST00000453779	0.0	0.0	QKI
ENST00000453861	0.0	0.0	NUP214
ENST00000453954	0.0	0.0	TCF3
ENST00000454011	0.0	0.0	RHOA
ENST00000454028	0.0	0.0	MLH1
ENST00000454041	0.0	0.0	JAZF1
ENST00000454075	0.0	0.0	STAT6
ENST00000454119	0.0	0.0	DCTN1
ENST00000454134	0.0	0.0	NCKIPSD
ENST00000454137	0.0	0.0	MSH6
ENST00000454220	0.0	0.0	PPP2R1A
ENST00000454237	0.0	0.0	MAP3K13
ENST00000454252	0.0	0.0	CHEK2
ENST00000454264	0.0	0.0	MDM4
ENST00000454309	0.0	0.0	FGF12
ENST00000454499	0.0	0.0	TMPRSS2
ENST00000454612	0.0	0.0	DDR1
ENST00000454623	0.0	0.0	MET
ENST00000454659	0.0	0.0	PRCC
ENST00000454682	0.0	0.0	NACA
ENST00000454747	0.0	0.0	SET
ENST00000454757	0.0	0.0	EGFR
ENST00000454789	0.0	0.0	LPP
ENST00000454849	0.0	0.0	MSH2
ENST00000454976	0.0	0.0	NONO
ENST00000455089	0.0	0.0	EGFR
ENST00000455144	0.0	0.0	XPC
ENST00000455188	0.0	0.0	MAP3K13
ENST00000455263	0.0	0.0	TP53
ENST00000455339	0.0	0.0	MTOR
ENST00000455383	0.0	0.0	MSH6
ENST00000455404	0.0	0.0	STAG2
ENST00000455445	0.0	0.0	MLH1
ENST00000455517	0.0	0.0	PPARG
ENST00000455571	0.0	0.0	RUNX1
ENST00000455726	0.0	0.0	EWSR1
ENST00000455757	0.0	0.0	CREB1
ENST00000455784	0.0	0.0	SEPT5
ENST00000455790	0.0	0.0	PDGFB
ENST00000455813	0.0	0.0	TMPRSS2
ENST00000455843	0.0	0.0	SEPT5
ENST00000456013	0.0	0.0	PTPN6
ENST00000456148	0.0	0.0	TP63
ENST00000456159	0.0	0.0	MET
ENST00000456197	0.0	0.0	TRRAP
ENST00000456246	0.0	0.0	MSH6
ENST00000456257	0.0	0.0	ERCC3
ENST00000456329	0.0	0.0	PWWP2A
ENST00000456339	0.0	0.0	BRD2
ENST00000456369	0.0	0.0	CHEK2
ENST00000456390	0.0	0.0	CREB3L2
ENST00000456404	0.0	0.0	BCL2L1
ENST00000456441	0.0	0.0	AKT2
ENST00000456483	0.0	0.0	ESR1
ENST00000456523	0.0	0.0	FGF5
ENST00000456642	0.0	0.0	PPP6C
ENST00000456676	0.0	0.0	MLH1
ENST00000456692	0.0	0.0	RASA1
ENST00000456729	0.0	0.0	MYH9
ENST00000456735	0.0	0.0	NF1
ENST00000456822	0.0	0.0	BCORL1
ENST00000456914	0.0	0.0	MUTYH
ENST00000457004	0.0	0.0	MLH1
ENST00000457080	0.0	0.0	MITF
ENST00000457101	0.0	0.0	CREB1
ENST00000457135	0.0	0.0	ARID2
ENST00000457138	0.0	0.0	DDX3X
ENST00000457242	0.0	0.0	LPP
ENST00000457295	0.0	0.0	MUC1
ENST00000457416	0.0	0.0	FGFR2
ENST00000457463	0.0	0.0	CNOT3
ENST00000457483	0.0	0.0	XPO1
ENST00000457544	0.0	0.0	HGF
ENST00000457599	0.0	0.0	ARID1A
ENST00000457798	0.0	0.0	AXIN1
ENST00000457928	0.0	0.0	TBL1XR1
ENST00000458009	0.0	0.0	MLH1
ENST00000458056	0.0	0.0	BCR
ENST00000458105	0.0	0.0	DDR2
ENST00000458113	0.0	0.0	NCOR1
ENST00000458176	0.0	0.0	STAG2
ENST00000458188	0.0	0.0	CLTCL1
ENST00000458204	0.0	0.0	ELN
ENST00000458205	0.0	0.0	MLH1
ENST00000458234	0.0	0.0	NCOR2
ENST00000458235	0.0	0.0	JAK3
ENST00000458294	0.0	0.0	PBRM1
ENST00000458345	0.0	0.0	NT5C2
ENST00000458356	0.0	0.0	TMPRSS2
ENST00000458500	0.0	0.0	RPL10
ENST00000458603	0.0	0.0	NFE2L2
ENST00000458655	0.0	0.0	DCTN1
ENST00000458700	0.0	0.0	STAG2
ENST00000458726	0.0	0.0	CREB3L2
ENST00000459628	0.0	0.0	GPHN
ENST00000459639	0.0	0.0	U2AF1
ENST00000459662	0.0	0.0	TCL6
ENST00000459688	0.0	0.0	EGFR
ENST00000459707	0.0	0.0	PRCC
ENST00000459729	0.0	0.0	TAL1
ENST00000459737	0.0	0.0	KTN1
ENST00000459743	0.0	0.0	PIK3R2
ENST00000459774	0.0	0.0	ERBB4
ENST00000459796	0.0	0.0	ATIC
ENST00000459897	0.0	0.0	LPP
ENST00000459904	0.0	0.0	LMNA
ENST00000459960	0.0	0.0	MYH9
ENST00000459970	0.0	0.0	CDKN1A
ENST00000460015	0.0	0.0	EPAS1
ENST00000460027	0.0	0.0	PDE4DIP
ENST00000460036	0.0	0.0	TP63
ENST00000460037	0.0	0.0	XPO1
ENST00000460062	0.0	0.0	CSNK2A1
ENST00000460118	0.0	0.0	RAD51D
ENST00000460130	0.0	0.0	TCL6
ENST00000460137	0.0	0.0	TERT
ENST00000460190	0.0	0.0	LCP1
ENST00000460207	0.0	0.0	RUNX1
ENST00000460276	0.0	0.0	NCOR1
ENST00000460295	0.0	0.0	MYD88
ENST00000460411	0.0	0.0	SEPT6
ENST00000460412	0.0	0.0	DCUN1D1
ENST00000460415	0.0	0.0	B4GALT3
ENST00000460428	0.0	0.0	SFPQ
ENST00000460438	0.0	0.0	ETV1
ENST00000460450	0.0	0.0	TTL
ENST00000460485	0.0	0.0	ERCC3
ENST00000460490	0.0	0.0	FKBP1A
ENST00000460496	0.0	0.0	PDPK1
ENST00000460510	0.0	0.0	FAS
ENST00000460517	0.0	0.0	WWTR1
ENST00000460526	0.0	0.0	RAD51B
ENST00000460549	0.0	0.0	ATP2B3
ENST00000460587	0.0	0.0	RALGDS
