
Sample	Gene	Chr	Start	End	Length	Log2ratio	Sig	BP_Whole	Amp_Del	Ab_Seg	Total_Seg	Ab_log2ratio	Log2r_Diff	Ab_Seg_Loc	Ab_Samples	Ab_Samples_Pcnt
syn3-tumor	LINC00308	chr21	23481490	23487398	5217	-0.017					3					
syn3-tumor	PDXK	chr21	45138917	45182179	33171	-0.0035					16					
syn3-tumor	LINC00319	chr21	44869705	44870756	3156	0.171					1					
syn3-tumor	C21orf2	chr21	45749798	45759327	15207	0.044					7					
syn3-tumor	MIR99A	chr21	17911169	17911738	1710	0.119					1					
syn3-tumor	RRP1	chr21	45209230	45223886	21120	-0.052					10					
syn3-tumor	LINC01548	chr21	34537690	34542752	6636	-0.265					3					
syn3-tumor	IFNAR1	chr21	34697120	34728080	18660	0.054					9					
syn3-tumor	ADAMTS1	chr21	28208517	28217425	21372	-0.122					5					
syn3-tumor	SIK1	chr21	44834212	44846326	26445	0.022					7					
syn3-tumor	IFNAR2	chr21	34602538	34636025	21915	0.081					9					
syn3-tumor	KRTAP26-1	chr21	31691430	31692797	4104	-0.028					1					
syn3-tumor	SUMO3	chr21	46225287	46238147	11379	-0.037					5					
syn3-tumor	CLIC6	chr21	36041424	36090736	20052	0.040					9					
syn3-tumor	GABPA	chr21	27113667	27142599	18927	-0.135					8					
syn3-tumor	PKNOX1	chr21	44424186	44453869	24300	-0.074					11					
syn3-tumor	FRGCA	chr21	44560313	44561075	2289	-0.219					1					
syn3-tumor	CBS	chr21	44473740	44492468	28242	-0.018					14					
syn3-tumor	YBEY	chr21	47706582	47717730	8571	-0.037					4					
syn3-tumor	GART	chr21	34876196	34911850	35736	-0.0855					14					
syn3-tumor	KRTAP10-8	chr21	46031732	46033102	4113	-0.066					1					
syn3-tumor	TRAPPC10	chr21	45432122	45524810	60327	-0.003					27					
syn3-tumor	ADARB1	chr21	46554421	46646722	29283	0.0205					14					
syn3-tumor	DSCR8	chr21	39494110	39528739	7026	-0.1285					4					
syn3-tumor	IFNGR2	chr21	34775508	34809491	16866	0.0645					8					
syn3-tumor	EVA1C	chr21	33784881	33887895	48285	0.0485					16					
syn3-tumor	KRTAP10-11	chr21	46066137	46067786	4950	-0.017					1					
syn3-tumor	DNMT3L	chr21	45665463	45681345	21414	0.0105					8					
syn3-tumor	MORC3	chr21	37692292	37748811	34827	-0.1275					16					
syn3-tumor	KRTAP19-6	chr21	31913677	31914366	2070	0.024					1					
syn3-tumor	KRTAP10-9	chr21	46046838	46048456	4857	0.025					1					
syn3-tumor	KRTAP20-3	chr21	32014927	32015652	2178	0.077					1					
syn3-tumor	GRIK1-AS2	chr21	30969600	31003145	5520	-0.066					3					
syn3-tumor	LOC400867	chr21	40250188	40250998	2433	-0.040					1					
syn3-tumor	TFF1	chr21	43782318	43786832	5190	-0.101					3					
syn3-tumor	PCNT	chr21	47743893	47865493	101439	-0.008					41					
syn3-tumor	CBR1	chr21	37442200	37445349	8487	-0.048					3					
syn3-tumor	FAM3B	chr21	42688398	42729364	16644	0.0065					8					
syn3-tumor	LOC100129027	chr21	47249615	47250575	2883	0.016					1					
syn3-tumor	KCNJ6	chr21	38997195	39213271	9732	0.0255					4					
syn3-tumor	LINC01549	chr21	18813829	18821495	3540	-0.0895					2					
syn3-tumor	KRTAP19-5	chr21	31873912	31874667	2268	-0.097					1					
syn3-tumor	C21orf59	chr21	33973958	33984783	12729	0.0505					6					
syn3-tumor	DNAJC28	chr21	34860297	34861842	4638	0.059					1					
syn3-tumor	HSF2BP	chr21	44949346	45078239	21636	-0.043					11					
syn3-tumor	BTG3	chr21	18965184	18981704	13044	0.004					5					
syn3-tumor	SIM2	chr21	38071793	38121725	27378	0.029					13					
syn3-tumor	CRYAA	chr21	44588927	44592609	8409	0.113					2					
syn3-tumor	JAM2	chr21	27011855	27087254	19719	-0.002					10					
syn3-tumor	LCA5L	chr21	40777618	40800578	16410	0.073					6					
syn3-tumor	ETS2	chr21	40177061	40196988	25785	0.028					10					
syn3-tumor	KRTAP20-1	chr21	31988481	31989197	2151	0.050					1					
syn3-tumor	IGSF5	chr21	41117209	41173834	17583	0.014					9					
syn3-tumor	UBE2G2	chr21	46191037	46221938	12984	0.004					7					
syn3-tumor	MIR3156-3	chr21	14778448	14779003	1668	0.334					1					
syn3-tumor	LOC642852	chr21	46710568	46716531	9255	-0.0855					4					
syn3-tumor	ANKRD30BP2	chr21	14410306	14490581	30027	-0.006					11					
syn3-tumor	AGPAT3	chr21	45359871	45406959	25341	-0.0135					12					
syn3-tumor	C21orf140	chr21	35771756	35773618	5589	-0.001					1					
syn3-tumor	COL6A1	chr21	47401522	47424208	44631	-0.011					10					
syn3-tumor	KRTAP24-1	chr21	31654192	31655420	3687	0.026					1					
syn3-tumor	C21orf62	chr21	34165720	34186239	7362	0.027					3					
syn3-tumor	C21orf91	chr21	19164900	19190919	10704	-0.076					4					
syn3-tumor	RCAN1	chr21	35888926	35897885	11994	0.049					6					
syn3-tumor	KCNE2	chr21	35742477	35743658	3546	-0.076					1					
syn3-tumor	KRTAP27-1	chr21	31709129	31710239	3333	0.037					1					
syn3-tumor	USP25	chr21	17102494	17252270	57975	0.051					27					
syn3-tumor	KRTAP10-4	chr21	45993330	45995410	6243	0.003					1					
syn3-tumor	SON	chr21	34914910	34950013	49284	-0.011					12					
syn3-tumor	CCT8	chr21	30428526	30446204	22407	-0.072					11					
syn3-tumor	KRTAP19-3	chr21	31863741	31864587	2541	-0.069					1					
syn3-tumor	MIR3648-2	chr21	9825583	9826504	2766	0.050					1					
syn3-tumor	KRTAP19-2	chr21	31859256	31859995	2220	-0.101					1					
syn3-tumor	ERVH48-1	chr21	44338405	44339348	2832	-0.032					1					
syn3-tumor	LINC01547	chr21	46353420	46357790	9564	0.0685					2					
syn3-tumor	TMPRSS3	chr21	43791754	43816479	27756	0.049					12					
syn3-tumor	POTED	chr21	14982272	15014079	15486	0.094					7					
syn3-tumor	KRTAP20-4	chr21	31992693	31993385	2079	0.180					1					
syn3-tumor	MAP3K7CL	chr21	30457903	30547430	11859	-0.089					6					
syn3-tumor	SLC5A3	chr21	35446380	35478725	36144	0.006					2					
syn3-tumor	BACH1	chr21	30693374	30718540	18249	0.1075					6					
syn3-tumor	COL18A1	chr21	46875180	46932741	73812	0.037					23					
syn3-tumor	SLC19A1	chr21	46934606	46958115	16374	0.033					6					
syn3-tumor	KRTAP10-10	chr21	46057067	46058578	4536	0.150					1					
syn3-tumor	CBR3	chr21	37507233	37519030	9276	0.003					4					
syn3-tumor	MCM3AP-AS1	chr21	47650024	47670159	4566	-0.188					2					
syn3-tumor	USP16	chr21	30399958	30426763	30636	0.017					14					
syn3-tumor	KRTAP6-2	chr21	31970707	31971440	2202	-0.223					1					
syn3-tumor	RWDD2B	chr21	30378513	30391846	8037	-0.074					3					
syn3-tumor	LINC00189	chr21	30566161	30660607	3693	0.1685					2					
syn3-tumor	MCM3AP	chr21	47654789	47705477	59031	-0.030					21					
syn3-tumor	ZBTB21	chr21	43406831	43414436	14568	-0.1085					2					
syn3-tumor	OLIG2	chr21	34398962	34401692	8193	-0.044					1					
syn3-tumor	BAGE5	chr21	11020524	11099021	15621	0.004					7					
syn3-tumor	C21orf58	chr21	47721613	47742821	16551	-0.011					7					
syn3-tumor	KCNE1	chr21	35821279	35822188	2730	0.020					1					
syn3-tumor	BRWD1	chr21	40558686	40685667	82743	0.0505	18	BP	Del	1	36	-1.62	1.7	32(40651857-40652412)	1	0.333
syn3-tumor	MIR99AHG	chr21	17442544	17764193	11037	-0.1555					6					
syn3-tumor	BAGE	chr21	11097344	11099021	3903	0.0425					2					
syn3-tumor	TSPEAR-AS2	chr21	45937416	45938821	4218	-0.014					1					
syn3-tumor	SCAF4	chr21	33043391	33104573	48006	0.042					21					
syn3-tumor	LOC102724428	chr21	44834212	44846326	26445	0.022					7					
syn3-tumor	KRTAP10-3	chr21	45977643	45978807	3495	0.112					1					
syn3-tumor	ICOSLG	chr21	45642639	45661113	16422	0.008					7					
syn3-tumor	PWP2	chr21	45527005	45550898	42204	0.0215					14					
syn3-tumor	BACE2	chr21	42539934	42648068	19734	-0.008					9					
syn3-tumor	DIP2A	chr21	47878778	47988133	73221	-0.023					32					
syn3-tumor	NRIP1	chr21	16333308	16365744	24621	0.047					4					
syn3-tumor	MIR548XHG	chr21	19933833	20058659	3120	-0.089					2					
syn3-tumor	ITGB2	chr21	46306007	46330953	30342	-0.016					13					
syn3-tumor	ITSN1	chr21	35014577	35260785	85257	-0.008					39					
syn3-tumor	ERG	chr21	39753762	39947895	33957	0.045					15					
syn3-tumor	WRB	chr21	40752051	40769105	11064	-0.037					6					
syn3-tumor	LINC00479	chr21	43132797	43134710	5415	0.004					2					
syn3-tumor	ATP5J	chr21	27096617	27108081	8856	0.025					4					
syn3-tumor	SAMSN1	chr21	15857992	15956384	23760	-0.017					11					
syn3-tumor	TCP10L	chr21	33946656	33956866	13917	-0.006					5					
syn3-tumor	RIPK4	chr21	43160727	43187456	19782	0.063					7					
syn3-tumor	HUNK	chr21	33245778	33374580	28728	0.089					13					
syn3-tumor	LOC106780825	chr21	44560313	44561075	2289	-0.219					1					
syn3-tumor	MIR802	chr21	37092723	37093346	1872	-0.141					1					
syn3-tumor	HMGN1	chr21	40714019	40721681	14487	0.0035					4					
syn3-tumor	ANKRD20A11P	chr21	15317124	15352472	11754	0.1025					6					
syn3-tumor	ZNF295-AS1	chr21	43429326	43445046	4437	-0.0935					2					
syn3-tumor	MIR125B2	chr21	17962287	17962896	1830	-0.149					1					
syn3-tumor	LINC00158	chr21	26801948	26803886	3933	-0.0315					2					
syn3-tumor	PFKL	chr21	45719770	45747018	40278	-0.022					16					
syn3-tumor	MRPS6	chr21	35445573	35515131	8631	-0.0695					4					
syn3-tumor	SAMSN1-AS1	chr21	15955663	15956384	2166	0.103					1					
syn3-tumor	MIR3197	chr21	42539243	42539788	1638	-0.105					1					
syn3-tumor	SOD1	chr21	33031822	33041283	9579	0.000					5					
syn3-tumor	B3GALT5	chr21	41032251	41034934	8052	0.067					1					
syn3-tumor	DONSON	chr21	34950315	34961426	19512	-0.0605					8					
syn3-tumor	AATBC	chr21	45231157	45232562	4218	-0.072					1					
syn3-tumor	COL18A1-AS1	chr21	46840941	46842756	4614	-0.1065					2					
syn3-tumor	KRTAP6-3	chr21	31964489	31965610	3366	-0.233					1					
syn3-tumor	MIRLET7C	chr21	17911928	17912491	1692	0.174					1					
syn3-tumor	CLDN14	chr21	37833026	37834288	3789	-0.036					1					
syn3-tumor	BAGE3	chr21	11020524	11099021	19944	0.004					9					
syn3-tumor	CSTB	chr21	45193796	45196413	4950	0.017					2					
syn3-tumor	UMODL1-AS1	chr21	43528140	43528738	1797	0.176					1					
syn3-tumor	PRDM15	chr21	43221035	43299703	58125	-0.026					25					
syn3-tumor	KRTAP12-3	chr21	46077621	46078443	2469	0.039					1					
syn3-tumor	UMODL1	chr21	43491152	43557970	53373	-0.0205					22					
syn3-tumor	TMPRSS2	chr21	42836855	42880161	28992	-0.018					14					
syn3-tumor	FTCD	chr21	47556076	47575697	22707	0.071					8					
syn3-tumor	CHODL	chr21	19617122	19639337	12510	-0.0905					6					
syn3-tumor	TRPM2	chr21	45773348	45861970	67098	0.028					29					
syn3-tumor	PLAC4	chr21	42550884	42557285	19206	0.029					1					
syn3-tumor	MIR5009	chr21	28833302	28833944	1929	0.064					1					
syn3-tumor	CXADR	chr21	18885190	18938267	20511	-0.040					11					
syn3-tumor	IL10RB	chr21	34638030	34668895	16824	0.0025					8					
syn3-tumor	PAXBP1-AS1	chr21	34113509	34114093	1755	0.212					1					
syn3-tumor	APP	chr21	27252968	27543412	41400	-0.03					20					
syn3-tumor	KRTAP13-2	chr21	31743710	31744713	3012	-0.202					1					
syn3-tumor	C21orf33	chr21	45553333	45565761	17532	0.0215					8					
syn3-tumor	NDUFV3	chr21	44313161	44329282	12135	-0.049					5					
syn3-tumor	SMIM11B	chr21	35751503	35758212	3819	0.061					2					
syn3-tumor	TIAM1	chr21	32490596	32906652	61974	-0.031					28					
syn3-tumor	DSCAM	chr21	41384532	42219129	84183	-0.0815					40					
syn3-tumor	MRAP	chr21	33671034	33684566	7731	-0.024					4					
syn3-tumor	TFF3	chr21	43731949	43735844	6078	0.086					3					
syn3-tumor	KRTAP13-1	chr21	31768122	31769326	3615	0.108					1					
syn3-tumor	KRTAP8-1	chr21	32185051	32185798	2244	-0.089					1					
syn3-tumor	DYRK1A	chr21	38792370	38887801	33777	0.0405					12					
syn3-tumor	DSCR9	chr21	38592324	38594071	4590	0.0335					2					
syn3-tumor	SSR4P1	chr21	46491731	46492472	2226	0.010					1					
syn3-tumor	GRIK1-AS1	chr21	31130882	31131578	2091	0.085					1					
syn3-tumor	N6AMT1	chr21	30248457	30257953	9513	-0.082					5					
syn3-tumor	KRTAP12-1	chr21	46101441	46102304	2592	-0.234					1					
syn3-tumor	RUNX1	chr21	36160368	36421459	36543	-0.0245					16					
syn3-tumor	PDE9A	chr21	44073652	44195702	38295	-0.0125					20					
syn3-tumor	TSPEAR	chr21	45919072	46131681	32970	0.012					15					
syn3-tumor	KRTAP22-1	chr21	31973232	31973893	1986	0.063					1					
syn3-tumor	CHAF1B	chr21	37758146	37788908	23952	0.041					13					
syn3-tumor	AIRE	chr21	45705629	45717861	25395	0.054					9					
syn3-tumor	KRTAP19-8	chr21	32410336	32411032	2091	-0.222					1					
